fecha,hora,placa,score
10/25/22 00:11:57,b8bbc,55.900000000000006
10/25/22 00:13:27,ab888c,89.9
10/25/22 01:00:22,ab888c,89.9
10/25/22 01:03:15,ab888c,90.2
10/25/22 01:04:09,ab888c,89.9
10/25/22 01:08:51,ab888c,89.8
10/25/22 01:20:18,ab888c,90.4
10/25/22 06:28:18,ab888c,90.2
10/25/22 06:30:58,ab888c,89.8
10/25/22 06:51:14,ab888c,90.0
10/25/22 06:53:47,ab888c,90.10000000000001
10/25/22 06:54:53,ab888c,89.9
10/25/22 06:55:30,ab888c,90.4
10/25/22 07:06:52,mmymilfi,90.2
10/25/22 07:07:08,ab888c,90.0
10/25/22 07:07:13,aba239,89.9
10/25/22 07:07:19,ab552u,89.5
10/25/22 07:07:27,aa099c,89.5
10/25/22 07:07:34,aa430g,89.5
10/25/22 07:09:46,aa430g,89.7
10/25/22 07:18:22,ab888c,90.3
10/25/22 07:19:29,ab888c,88.7
10/25/22 07:28:49,aa794f,90.0
10/25/22 07:40:31,aa794f,90.0
10/25/22 07:40:49,ab552u,88.8
10/25/22 07:41:03,ab888c,89.8
10/25/22 07:42:08,aa430g,90.2
10/25/22 07:42:19,aba239,90.0
10/25/22 07:43:31,aa099c,89.7
10/25/22 07:43:52,aa430g,89.7
10/25/22 07:44:06,ab552u,89.8
10/27/22 11:34:19,ab888c,88.9
10/27/22 11:35:33,ab888c,89.5
10/27/22 11:38:18,ab888c,89.7
10/27/22 11:40:00,ab888c,89.8
10/27/22 11:40:15,ab888c,89.7
10/27/22 11:41:48,ab888c,89.5
10/27/22 11:51:38,ab888c,90.0
10/27/22 12:23:39,ab888c,89.60000000000001
10/28/22 10:23:08,ab888c,89.8
10/28/22 10:23:42,aba239,89.9
10/28/22 10:24:48,ab552u,89.3
10/28/22 10:24:59,aa430g,89.1
10/28/22 10:25:13,ab888c,90.0
10/29/22 15:30:29,czr263,90.2
10/29/22 15:30:51,ab552u,89.60000000000001
10/29/22 15:31:53,ab552u,89.5
10/29/22 15:34:48,ab552u,89.7
10/29/22 15:36:24,aba239,89.7
10/29/22 15:37:39,aba239,89.7
10/29/22 15:38:13,aba239,89.8
10/29/22 15:38:32,ab888c,89.0
10/29/22 16:15:02,ab552u,89.60000000000001
10/29/22 16:28:05,ab552u,89.5
29/10/2022,17:10:28,ab552u,89.1
29/10/2022,17:12:07,ab552u,89.3
29/10/2022,19:02:42,czr263,90.2
29/10/2022,19:04:56,aba239,90.0
29/10/2022,19:05:44,ab552u,89.5
29/10/2022,19:06:02,aa794f,89.8
29/10/2022,19:06:37,aa794f,89.8
29/10/2022,19:12:22,AA794F,89.8
29/10/2022,19:29:36,AA099C,89.7
29/10/2022,19:30:10,AA099C,89.60000000000001
29/10/2022,19:31:47,AA099C,88.8
29/10/2022,19:33:05,AAO990,74.6
29/10/2022,19:33:17,AA099C,89.3
29/10/2022,19:36:01,AB552U,89.8
29/10/2022,19:36:34,AB552U,89.8
29/10/2022,19:37:03,AB552U,89.60000000000001
29/10/2022,19:45:23,AB552U,89.8
29/10/2022,19:46:28,AA099C,89.60000000000001
29/10/2022,19:47:37,AA099C,89.9
29/10/2022,19:54:32,AA099C,88.4
29/10/2022,20:00:44,AA099C,89.7
29/10/2022,20:01:28,AA099C,90.0
29/10/2022,20:02:03,AA099C,90.2
29/10/2022,20:02:41,AA099C,90.3
29/10/2022,20:05:30,AA099C,89.8
29/10/2022,20:06:32,ABA239,89.9
29/10/2022,21:37:53,ABA239,89.7
29/10/2022,21:38:05,AB552U,89.8
29/10/2022,21:38:32,AB552U,89.7
29/10/2022,21:40:41,AA794F,89.9
29/10/2022,21:42:56,AA794F,89.3
29/10/2022,21:43:27,AA794F,89.3
29/10/2022,21:43:34,AA430G,90.10000000000001
29/10/2022,21:44:35,AA430G,90.0
29/10/2022,21:46:27,AA430G,89.4
29/10/2022,21:48:14,AA430G,90.2
29/10/2022,21:50:02,AA430G,89.3
29/10/2022,21:51:28,AA099C,89.8
29/10/2022,21:51:43,AA430G,89.2
29/10/2022,21:52:44,AA430G,90.0
29/10/2022,21:53:19,AA430G,90.10000000000001
29/10/2022,21:57:43,AB888C,89.60000000000001
29/10/2022,21:59:02,AB888C,90.0
29/10/2022,22:00:12,AB552U,89.7
29/10/2022,22:01:34,AB552U,88.8
29/10/2022,22:02:55,AB552U,89.60000000000001
29/10/2022,22:03:45,AB552U,89.7
29/10/2022,22:04:51,AB552U,89.60000000000001
29/10/2022,22:05:30,AB552U,89.4
29/10/2022,22:06:03,AA099C,90.0
29/10/2022,22:25:21,AB552U,89.7
30/10/2022,00:58:50,ABA239,89.8
30/10/2022,01:14:44,AAO990,82.39999999999999
30/10/2022,01:14:56,AA099C,89.8
30/10/2022,01:15:16,AA430G,89.3
30/10/2022,01:17:23,AA794F,89.60000000000001
30/10/2022,01:19:53,ABA239,89.8
30/10/2022,01:22:03,AB552U,89.7
30/10/2022,01:53:08,ABA239,90.2
30/10/2022,19:26:15,AB552U,89.2
30/10/2022,19:33:04,AA099C,89.5
30/10/2022,19:34:24,AA430G,90.5
30/10/2022,19:38:27,AA430G,89.4
30/10/2022,19:39:02,AA430G,90.10000000000001
30/10/2022,19:39:12,AA794F,89.7
30/10/2022,19:41:59,AA430G,90.2
30/10/2022,19:42:06,AA099C,89.9
30/10/2022,19:42:14,AA794F,89.8
03/11/2022,18:06:15,AB888C,89.7
03/11/2022,18:07:05,AB888C,87.5
03/11/2022,18:15:28,AB888C,89.4
03/11/2022,18:18:10,ABA239,89.60000000000001
03/11/2022,18:19:35,ABA239,90.0
03/11/2022,18:20:46,AB888C,89.7
03/11/2022,18:21:46,AB888C,89.7
03/11/2022,18:22:18,AB888C,86.9
03/11/2022,18:22:47,AB888C,73.7
03/11/2022,18:24:00,AB888C,89.9
03/11/2022,18:29:39,A8BBC,36.199999999999996
03/11/2022,18:31:51,AB888C,89.2
03/11/2022,18:32:06,AB888C,89.9
03/11/2022,18:32:17,AB888C,90.0
03/11/2022,18:33:36,AB888C,89.9
03/11/2022,18:34:47,AB888C,87.7
03/11/2022,18:35:46,AAA123,89.8
03/11/2022,18:36:50,AAA123,89.8
03/11/2022,18:38:30,CZR263,89.60000000000001
03/11/2022,18:40:24,CZR263,89.9
03/11/2022,18:41:11,AB888C,90.0
03/11/2022,18:41:21,AB888C,90.0
03/11/2022,18:42:57,AB888C,90.2
03/11/2022,18:43:09,AB888C,89.9
03/11/2022,18:43:33,CZR263,90.4
03/11/2022,18:45:31,CZR263,90.4
03/11/2022,18:46:40,VISIIGT,90.10000000000001
03/11/2022,18:47:29,CZR263,90.2
03/11/2022,18:48:29,CZR263,89.7
03/11/2022,18:49:22,CZR263,90.10000000000001
03/11/2022,18:50:56,CZR263,90.10000000000001
03/11/2022,18:53:23,CZR263,90.4
03/11/2022,18:54:34,CZR263,90.2
03/11/2022,18:58:16,CZR263,90.3
03/11/2022,19:00:00,CZR263,90.10000000000001
03/11/2022,19:00:51,CZR263,90.3
03/11/2022,19:01:08,AB888C,89.5
03/11/2022,19:51:39,CZR263,90.4
03/11/2022,19:54:14,CZR263,90.2
03/11/2022,19:55:52,CZR263,90.4
03/11/2022,19:56:06,CZR263,90.2
03/11/2022,19:59:03,AB888C,89.5
03/11/2022,19:59:13,AB888C,89.8
03/11/2022,19:59:24,AB552U,89.5
03/11/2022,20:00:56,AB552U,89.5
03/11/2022,20:01:29,AB552U,89.60000000000001
03/11/2022,20:02:13,AB552U,90.0
03/11/2022,20:02:34,CZR263,90.2
03/11/2022,20:03:49,CZR263,90.10000000000001
03/11/2022,20:13:34,CZR263,90.4
03/11/2022,20:13:45,CZR263,90.5
