date,license_plate,score,dscore,entradas,salidas
04/11/2022,02:07:10,ABA239,89.8
04/11/2022,02:18:44,A8BBC,28.1
04/11/2022,02:21:02,AB888C,88.3
04/11/2022,02:22:24,ABA239,90.10000000000001
04/11/2022,02:23:13,ABA239,90.0
04/11/2022,02:39:51,ABA239,89.7
04/11/2022,02:40:20,AB552U,89.5
04/11/2022,02:40:32,AA430G,90.5
04/11/2022,02:45:25,AB552U,89.7
04/11/2022,02:45:38,AA430G,90.0
04/11/2022,02:50:04,AA430G,89.9
04/11/2022,02:50:11,AA099C,89.8
04/11/2022,02:50:23,CZR263,90.0
04/11/2022,02:50:44,CZR263,90.3
04/11/2022,02:56:55,CZR263,90.2
04/11/2022,03:04:01,CZR263,90.0
04/11/2022,03:04:19,CZR263,90.2
04/11/2022,03:04:25,AA099C,90.0
04/11/2022,03:04:33,CZR263,90.3
04/11/2022,03:05:21,CZR263,90.0
04/11/2022,03:06:12,AA099C,88.8
04/11/2022,03:07:50,AAA123,89.7
04/11/2022,03:09:24,AAA123,89.7
04/11/2022,03:11:55,CZR263,90.3
04/11/2022,03:13:15,CZR263,90.3
04/11/2022,03:22:20,ABA239,89.8
04/11/2022,03:22:29,AB552U,89.8
04/11/2022,03:23:56,AB552U,90.0
04/11/2022,03:28:17,AB552U,89.5
04/11/2022,03:28:26,AA794F,89.9
04/11/2022,03:29:57,AA794F,89.5
04/11/2022,03:30:05,AA430G,90.2
04/11/2022,03:32:10,AA430G,90.0
04/11/2022,03:33:16,AA430G,90.10000000000001
04/11/2022,03:33:51,AA430G,89.60000000000001
04/11/2022,03:35:57,AA430G,89.7
04/11/2022,03:36:04,AA099C,89.4
04/11/2022,03:38:02,AA430G,88.2
04/11/2022,03:38:55,AA430G,89.8
04/11/2022,03:40:03,AA430G,89.9
04/11/2022,03:41:33,AA430G,89.60000000000001
04/11/2022,03:41:41,AA099C,89.7
04/11/2022,03:41:48,AA430G,89.9
04/11/2022,03:42:44,AA430G,89.8
04/11/2022,03:44:01,AA430G,89.7
04/11/2022,03:58:29,AA099C,89.4
04/11/2022,03:59:22,AA099C,89.60000000000001
04/11/2022,04:00:03,AA099C,89.0
04/11/2022,04:00:46,AA099C,89.4
04/11/2022,04:01:17,AA099C,89.5
04/11/2022,04:02:15,ABA239,90.5
04/11/2022,04:03:51,AA430G,89.60000000000001
04/11/2022,04:05:11,AA430G,90.3
04/11/2022,04:06:06,AA430G,89.9
04/11/2022,04:10:23,AA430G,89.4
04/11/2022,04:11:08,AA430G,89.5
04/11/2022,04:11:40,AA430G,90.2
04/11/2022,04:12:42,AA430G,89.7
04/11/2022,04:15:01,AA430G,89.5
04/11/2022,04:15:07,AA099C,89.60000000000001
04/11/2022,04:15:12,AA430G,89.9
04/11/2022,04:34:46,AA430G,90.0
04/11/2022,04:34:55,AA099C,90.0
04/11/2022,04:36:56,AA099C,91.10000000000001
04/11/2022,04:37:03,ABA239,89.8
04/11/2022,04:37:12,CZR263,90.0
04/11/2022,04:40:27,CZR263,90.10000000000001
04/11/2022,04:41:37,CZR263,90.3
04/11/2022,04:44:54,ABA239,89.9
04/11/2022,04:45:02,AB552U,89.9
04/11/2022,04:50:42,AB552U,89.5
04/11/2022,04:52:02,AB552U,89.1
04/11/2022,04:57:47,AB552U,88.2
04/11/2022,04:58:00,CZR263,90.0
76,110285353,Cristian Andres,25,AFG003,04/11/2022,05:19:56,,Estudiante,75,Rojo,Vehiculo,Masculino,Sincelejo
04/11/2022,07:17:14,AB888C,89.9
04/11/2022,07:17:27,ABA239,90.10000000000001
04/11/2022,07:17:39,AA430G,90.3
04/11/2022,07:18:29,AA099C,89.7
04/11/2022,07:20:09,CVY000,90.2
04/11/2022,07:21:50,AFY046,89.60000000000001
04/11/2022,10:07:16,CBA165,90.10000000000001
04/11/2022,10:16:15,ABA239,90.0
04/11/2022,10:19:58,ABA239,89.7
04/11/2022,10:20:31,ABA239,89.8
04/11/2022,10:22:19,SINCELE,88.9
04/11/2022,10:22:50,ABA239,90.0
04/11/2022,10:24:38,ABA239,89.4
04/11/2022,10:25:12,ABA239,89.9
04/11/2022,10:26:08,ABA239,89.9
04/11/2022,10:27:03,ABA239,89.7
04/11/2022,10:27:11,AB552U,89.4
04/11/2022,10:27:17,AA794F,90.0
04/11/2022,10:28:28,ABA239,89.60000000000001
04/11/2022,10:28:49,AB552U,89.5
04/11/2022,10:28:58,AA794F,89.8
04/11/2022,10:29:04,AA794F,89.60000000000001
04/11/2022,10:30:01,CVY000,90.0
04/11/2022,10:30:24,AA430G,89.60000000000001
04/11/2022,10:30:33,AA794F,89.9
04/11/2022,10:33:03,AA794F,90.10000000000001
04/11/2022,10:33:10,AB552U,89.60000000000001
04/11/2022,10:33:32,AB552U,89.2
04/11/2022,10:33:57,AB552U,89.5
04/11/2022,10:34:17,AB888C,90.0
04/11/2022,10:34:25,ABA239,89.8
04/11/2022,10:34:30,ABA239,90.0
04/11/2022,10:46:13,AA430G,89.8
04/11/2022,10:48:58,AA430G,89.8
04/11/2022,10:49:56,AA430G,89.9
04/11/2022,11:02:05,AB552U,89.4
04/11/2022,12:05:26,CBA165,89.9
04/11/2022,12:06:12,ABA239,89.7
04/11/2022,12:08:04,AA794F,87.6
04/11/2022,12:08:12,AB552U,85.5
04/11/2022,12:08:31,AB888C,89.7
04/11/2022,12:08:40,ABA239,89.9
04/11/2022,12:08:54,ABB334,83.5
04/11/2022,12:09:06,ABC152,83.3
04/11/2022,12:10:33,CZR263,90.3
12/11/2022,12:09:08,AA430G,88.5
12/11/2022,12:09:43,AB552U,89.8
14/11/2022,20:17:06,AA099C,89.7
14/11/2022,20:41:28,AB888C,89.3
14/11/2022,20:47:52,AB888C,90.2
14/11/2022,20:51:09,AB888C,89.9
14/11/2022,23:15:16,AB888C,90.10000000000001
14/11/2022,23:56:11,AA794F,89.9
14/11/2022,23:58:02,AA794F,90.0
14/11/2022,23:59:24,AA794F,89.60000000000001
15/11/2022,00:03:23,AB888C,89.8
15/11/2022,00:14:00,ABA239,89.7
15/11/2022,00:14:55,AB552U,89.7
15/11/2022,00:16:12,AB552U,89.5
15/11/2022,00:17:06,AA430G,89.9
15/11/2022,00:18:23,AA430G,89.8
15/11/2022,00:19:57,AA430G,90.2
15/11/2022,00:20:57,AA430G,89.8
15/11/2022,00:23:17,AA430G,89.9
15/11/2022,00:27:38,AA430G,90.3
15/11/2022,00:28:44,AA430G,90.0
15/11/2022,00:29:26,AA430G,89.9
15/11/2022,00:30:25,AA430G,90.3
15/11/2022,00:58:46,AB888C,90.0
15/11/2022,01:02:27,AB888C,90.0
15/11/2022,01:03:50,AB888C,90.2
15/11/2022,01:04:34,AB888C,89.9
15/11/2022,01:05:22,AB888C,90.10000000000001
15/11/2022,01:08:37,AB888C,90.0
15/11/2022,01:10:30,AB888C,90.0
15/11/2022,01:11:21,AB888C,90.0
15/11/2022,01:13:42,AB888C,89.7
15/11/2022,01:17:37,AB888C,90.10000000000001
15/11/2022,01:19:56,AA099C,89.8
15/11/2022,01:21:21,AA099C,88.2
15/11/2022,01:22:53,AA099C,89.9
15/11/2022,01:23:27,AA099C,89.8
15/11/2022,01:24:11,AA099C,89.0
15/11/2022,01:24:38,AA099C,90.10000000000001
15/11/2022,01:24:48,AA430G,90.2
15/11/2022,01:29:07,AA430G,90.0
15/11/2022,01:29:29,AA099C,89.5
15/11/2022,01:31:28,AAU99C,81.89999999999999
15/11/2022,01:31:41,AA430G,89.9
15/11/2022,01:32:43,AA099C,89.5
15/11/2022,01:37:27,AA099C,89.5
15/11/2022,01:37:37,AA794F,89.5
15/11/2022,01:40:09,AA794F,89.8
15/11/2022,01:40:19,AB888C,90.3
15/11/2022,01:42:30,AB888C,90.0
15/11/2022,01:45:04,ABA239,89.7
15/11/2022,01:45:14,AB552U,89.60000000000001
15/11/2022,01:46:53,AB552U,89.60000000000001
15/11/2022,01:47:07,AA099C,89.9
15/11/2022,01:47:44,AA099C,84.8
15/11/2022,01:48:05,AA099C,89.7
15/11/2022,01:48:18,AA430G,89.8
15/11/2022,01:48:31,AA794F,89.9
15/11/2022,01:49:18,AA794F,89.7
15/11/2022,01:51:01,AA794F,90.0
15/11/2022,01:51:45,AA794F,89.60000000000001
15/11/2022,01:52:37,AA794F,89.7
15/11/2022,01:53:27,AA794F,89.9
15/11/2022,01:53:35,AA430G,89.9
15/11/2022,01:53:45,AA099C,89.7
15/11/2022,01:55:24,AA099C,89.5
15/11/2022,01:55:30,AA430G,89.8
15/11/2022,01:55:34,AA794F,89.9
15/11/2022,01:55:38,AB552U,89.60000000000001
15/11/2022,02:34:29,AB888C,90.0
15/11/2022,03:32:05,AB888C,89.9
15/11/2022,03:33:58,LAC412,89.7
15/11/2022,03:37:41,HJP666,90.10000000000001
15/11/2022,03:41:49,GSR255,90.4
15/11/2022,03:43:11,AA099C,89.2
15/11/2022,03:44:12,AA099C,90.10000000000001
15/11/2022,03:46:28,AA099C,89.3
15/11/2022,03:47:02,AA099C,89.7
15/11/2022,03:47:31,AA099C,89.9
15/11/2022,03:48:45,AA099C,89.4
15/11/2022,03:49:51,AA099C,89.3
15/11/2022,03:51:16,AA099C,89.7
15/11/2022,03:52:55,AA430G,90.10000000000001
15/11/2022,03:53:36,AA430G,89.5
15/11/2022,03:55:02,AA430G,89.8
15/11/2022,03:55:36,AA430G,89.8
15/11/2022,03:57:20,AA430G,90.2
15/11/2022,03:58:16,AA430G,90.2
15/11/2022,04:01:20,AA430G,90.10000000000001
15/11/2022,04:09:15,AA099C,90.0
15/11/2022,04:11:17,ABA239,89.8
15/11/2022,04:12:21,ABA239,89.60000000000001
15/11/2022,04:14:39,AA099C,88.9
15/11/2022,04:17:32,AA099C,90.10000000000001
15/11/2022,04:25:58,AA099C,89.8
15/11/2022,04:31:10,GSR255,90.3
15/11/2022,04:39:19,AA430G,89.8
15/11/2022,04:41:20,AA430G,89.1
15/11/2022,04:43:57,AA099C,89.4
15/11/2022,04:45:23,AA099C,89.60000000000001
15/11/2022,04:45:40,AA430G,90.2
15/11/2022,04:47:24,AA430G,89.7
15/11/2022,04:47:56,AA099C,89.9
15/11/2022,04:48:35,AA099C,90.10000000000001
15/11/2022,04:49:32,AA099C,89.4
15/11/2022,04:49:47,AA430G,90.0
15/11/2022,04:51:55,AA430G,89.7
15/11/2022,04:53:26,AA430G,89.60000000000001
15/11/2022,04:53:39,AA430G,90.2
15/11/2022,04:54:52,AA430G,90.3
15/11/2022,04:55:43,AA430G,90.4
15/11/2022,04:56:56,AA099C,87.2
15/11/2022,04:58:23,AA430G,90.3
15/11/2022,04:58:30,AA099C,89.8
15/11/2022,05:02:07,AA430G,90.0
15/11/2022,05:03:30,AA430G,90.2
15/11/2022,05:05:34,AA430G,90.10000000000001
15/11/2022,05:06:32,AA099C,89.5
15/11/2022,05:09:21,AA099C,89.60000000000001
15/11/2022,05:11:38,AA099C,90.10000000000001
15/11/2022,05:12:13,AA430G,90.10000000000001
15/11/2022,05:15:37,AA430G,89.8
15/11/2022,05:16:54,AA099C,89.8
15/11/2022,05:17:28,AA099C,89.9
15/11/2022,05:18:13,AA099C,89.3
15/11/2022,05:18:56,ABA239,89.9
15/11/2022,05:19:25,ABA239,89.9
15/11/2022,05:20:14,ABA239,89.8
15/11/2022,05:21:29,AA794F,89.8
15/11/2022,05:26:36,AA794F,89.8
15/11/2022,05:27:59,AA794F,89.8
15/11/2022,05:28:43,AA794F,90.10000000000001
15/11/2022,05:30:04,AA794F,89.60000000000001
15/11/2022,05:37:37,AA099C,89.7
15/11/2022,05:39:42,AA099C,87.7
15/11/2022,05:41:46,AA099C,89.0
15/11/2022,05:42:39,AA099C,88.9
15/11/2022,05:43:26,AA099C,89.60000000000001
15/11/2022,05:44:00,AA099C,90.0
15/11/2022,05:45:22,AA099C,88.5
15/11/2022,06:51:49,AA099C,89.5
15/11/2022,07:17:14,AB552U,89.60000000000001
15/11/2022,07:17:53,G1VE,90.0
15/11/2022,07:18:05,GIVEA,90.10000000000001
15/11/2022,07:18:25,ABH271,90.0
